0	2036
0	2336
0	5450
1	2795
1	1581
1	3725
1	3705
2	2295
2	4838
2	3799
3	1896
3	5510
4	1270
4	5412
5	2795
5	1855
5	3725
5	4345
6	5121
6	4166
6	166
7	4960
7	4145
8	2561
8	2336
8	2768
9	5530
9	5573
9	2565
9	5512
10	5545
10	1905
10	3959
11	4751
11	5155
11	2851
11	247
11	5554
11	5514
12	5544
12	6684
12	5171
13	5574
13	4330
14	5519
14	1923
15	5541
15	5540
15	5277
16	1582
17	1757
17	1056
17	6782
17	932
17	1759
18	969
18	865
18	1672
19	5345
19	1413
19	2066
20	2188
20	2336
20	1952
21	571
21	4149
22	5721
22	1015
22	6303
23	5438
23	4970
24	3312
24	803
25	5481
25	259
25	5325
25	2498
25	5196
25	5491
25	5305
25	4094
26	3312
26	1318
27	2080
27	6717
27	5499
28	4944
28	3548
28	2273
28	4775
29	2537
29	5813
29	4531
30	2896
30	4294
30	479
31	5305
31	5481
31	6704
31	4094
32	502
32	5684
32	5443
33	3818
33	5428
33	4777
33	4463
33	6760
34	3305
34	3230
34	5493
35	5230
35	5513
35	635
36	5462
36	2849
36	820
36	4839
37	1220
37	4364
37	5535
37	688
38	2794
38	5502
38	2589
39	3426
39	5320
39	4963
40	4447
40	2228
40	5259
41	3118
41	3784
41	2727
41	4169
42	247
42	2836
42	4751
42	5459
43	4978
43	5734
43	2740
43	5305
43	1971
44	5407
44	6707
44	317
44	5572
45	1092
45	5689
45	4012
45	5467
45	5468
46	2794
46	786
47	1248
48	5563
48	1946
48	1757
49	5553
49	1986
49	3094
50	5549
50	3648
50	3297
51	1637
51	2336
51	5526
51	3503
52	1600
52	4750
52	2273
52	1488
52	5647
53	4968
53	996
54	5267
54	4747
54	859
54	5452
54	5583
55	3497
55	1332
55	4450
55	3234
56	1875
56	5414
57	689
57	6678
58	2273
58	5991
58	5559
59	5301
59	5357
60	2703
60	4759
60	888
60	5837
61	3081
61	587
62	3602
62	5556
62	2034
63	2748
63	2108
63	3626
63	91
63	1852
63	2975
64	4654
64	4077
64	178
65	2616
65	4456
65	4042
66	2273
66	5576
66	3792
66	1522
66	1467
66	933
67	997
67	5697
67	5501
67	259
67	2613
68	4180
68	3536
68	1389
69	1303
69	5516
70	3463
70	2262
70	5199
70	824
71	5201
71	5238
71	6760
72	5207
72	213
73	3483
73	4573
73	3291
73	5561
74	5471
74	4751
74	247
75	5459
75	5170
75	5475
75	5500
76	3728
76	6812
76	2273
76	5196
76	4944
77	5662
77	5521
77	5648
78	2139
78	5487
79	374
79	6198
80	2610
80	5543
80	3305
80	5845
81	511
81	5187
81	5240
82	6597
82	3963
82	5632
83	5993
83	6551
83	7034
83	5533
84	317
84	6536
84	5214
84	6707
85	5196
85	5193
85	5690
85	6556
86	3244
86	4361
86	4422
86	1434
87	4362
87	5552
87	2669
87	3493
88	1139
88	6201
89	820
89	6647
89	5571
90	5945
90	5673
90	6670
91	5508
91	5179
91	6681
92	3211
92	5596
92	5856
93	5500
93	5483
93	247
93	5532
93	4758
94	6597
94	4386
95	1238
95	3818
95	1556
95	5558
95	6760
96	5505
96	1338
96	4236
97	5263
97	6663
97	4372
97	1971
97	2026
97	5297
97	5435
98	5527
98	1060
99	5492
99	2756
99	199
100	1632
100	5318
100	3579
100	5478
100	2905
101	5480
101	4838
102	3019
102	2861
103	3960
103	3702
104	3399
104	5560
104	927
105	3413
105	3502
105	3286
106	5509
106	5557
106	4192
106	3515
106	267
106	5529
107	4411
107	813
107	5562
107	3044
107	5566
108	13
108	5482
109	4065
110	5260
110	5222
110	633
110	5879
110	719
110	5270
111	4332
111	2386
111	368
112	3867
112	5477
113	5479
113	3865
113	2291
113	3951
114	5500
114	5504
114	4758
114	4135
114	247
114	5494
114	5520
114	6370
114	5719
114	5525
114	3200
115	5416
115	1289
115	3514
115	1664
115	2836
115	5547
115	1650
116	3718
116	3502
116	2456
116	4852
116	4327
117	3557
117	5523
117	718
117	526
118	3184
118	3664
118	6164
118	4774
118	3848
118	1644
119	1582
120	739
120	5351
120	5564
121	4838
121	5480
122	4782
122	1971
123	5507
123	1046
123	3205
123	5555
124	5958
124	2841
124	5495
124	2033
124	5490
124	5531
125	893
125	5271
125	1576
125	4538
125	5692
126	13
126	5482
126	5518
127	5539
127	3437
127	5522
127	2171
128	1237
128	643
128	3459
128	3677
129	2832
129	921
129	1743
129	4207
129	3478
130	114
130	1083
130	2379
130	163
131	1557
132	3907
132	1994
133	3699
133	3778
133	143
133	22
133	3780
133	4377
134	3161
134	1513
135	580
135	5914
135	3861
135	3826
136	6056
136	400
136	5760
137	1601
137	1267
138	724
138	4417
138	5774
139	887
139	1598
139	1947
139	455
139	1819
140	4816
140	6598
140	6578
140	693
141	1733
141	4424
141	3053
142	3465
142	4956
142	1161
143	163
143	2685
143	2379
144	6094
145	6041
145	5334
145	5874
146	2661
146	2994
146	2246
147	3783
147	2848
148	1059
148	1206
148	4956
149	343
149	5949
149	3173
149	3611
150	2458
150	298
150	6022
151	349
151	6150
152	6586
152	1584
152	5898
152	2362
152	3342
153	3454
153	2343
153	4955
154	5334
154	3440
154	6041
155	3815
155	3041
155	6666
156	86
156	6732
156	3357
156	444
157	2632
157	2997
158	2284
158	2894
158	6022
159	2634
159	1383
160	3583
160	301
160	4425
161	2197
161	1455
161	6714
162	6022
162	4881
162	5897
162	6186
163	1222
164	3501
164	80
164	189
164	3404
164	188
165	5880
165	2077
165	3039
166	497
166	608
166	266
166	523
167	2217
167	4863
167	4956
168	3229
168	3378
168	222
169	3742
169	1598
169	887
169	1819
170	1341
170	2713
170	2455
171	2835
171	821
171	377
171	208
171	1536
172	6682
172	3272
172	2455
173	4417
173	5774
173	3511
174	3831
174	6631
174	2546
174	3623
175	4653
175	3966
175	1986
175	2388
175	3094
176	4150
176	2565
176	4151
177	2199
177	2550
177	4562
177	3740
177	4186
178	146
178	5196
178	230
178	1735
178	1303
179	3503
179	6782
179	1757
179	3924
180	374
180	1662
180	4181
181	2902
181	2388
181	4352
181	2273
182	4145
182	4960
183	3535
183	2022
183	2291
184	6
184	3848
184	3184
185	5245
185	711
185	2804
185	2354
186	4149
186	571
187	2849
187	820
187	988
187	5842
188	4173
188	5481
188	5196
189	579
189	5481
190	1318
191	4351
191	944
191	502
191	3725
192	81
192	3525
192	2227
192	2818
192	4156
193	2071
193	190
193	5171
194	512
194	577
194	3110
195	1852
195	2975
195	1305
196	1139
197	6124
197	4028
197	5869
198	4154
198	3348
199	1248
199	6751
199	1471
200	1637
200	2336
200	2768
201	1830
201	3530
201	4366
202	668
202	2839
202	1780
203	3037
203	4165
203	1694
204	4360
204	3207
204	6032
204	4144
205	3641
205	4163
206	5196
206	6572
206	5629
206	6641
207	166
207	4166
207	4167
208	5325
208	3234
208	1332
208	3854
208	5305
209	944
209	2794
209	4351
210	2525
210	3784
210	4169
211	1650
211	1289
212	6812
212	1002
212	2273
213	5500
213	5459
213	5170
214	1001
214	4757
214	4125
215	4944
215	2273
216	4413
216	5193
217	4813
217	3306
218	88
219	5305
219	5325
219	3854
219	259
220	247
220	4194
221	2814
221	2070
221	2836
221	3947
221	3094
222	687
222	5939
223	5206
223	5793
223	5247
223	3209
224	6130
224	2171
224	6699
224	5247
224	5980
225	1702
225	1875
225	2710
226	1971
226	5248
226	4188
227	19
227	2667
228	3691
228	3650
229	1270
229	3938
229	2295
230	587
230	3987
230	4152
231	1066
231	1466
231	3994
231	3942
232	348
232	888
233	2561
233	1637
233	2336
234	3725
234	3409
234	4177
234	502
235	492
235	3446
236	4447
236	4457
236	3859
237	4800
237	4193
237	4162
238	6
239	3580
239	1627
240	1657
240	2896
241	2715
241	1851
241	2319
241	1770
242	1637
242	2336
242	3055
243	4168
243	2552
243	4351
244	5193
244	1493
244	2405
245	557
245	2273
246	826
246	6681
246	6048
246	6050
246	5784
247	4172
247	3730
248	1332
248	3234
249	1397
249	3286
249	2023
250	4170
251	1231
