0	262
1	263
2	263
2	264
3	266
3	267
3	268
4	269
5	270
6	271
7	273
7	274
8	275
9	276
9	277
10	278
11	71
12	279
13	282
14	283
15	284
16	76
17	76
18	285
19	286
20	287
21	288
22	287
22	289
23	290
24	292
25	291
26	296
27	298
28	43
29	299
30	300
31	302
32	303
33	304
34	305
35	306
36	306
37	307
38	308
38	309
39	310
40	311
40	312
41	313
41	314
41	315
42	313
42	314
42	315
43	311
43	312
44	317
45	320
46	320
46	321
47	319
47	322
48	319
48	322
49	323
50	324
51	325
52	327
53	328
54	329
55	334
56	335
57	336
58	337
59	339
60	340
61	340
62	341
62	342
63	343
64	344
65	344
66	346
67	346
68	346
69	73
70	349
70	350
71	346
72	353
73	335
74	314
75	354
76	356
77	357
78	357
78	358
79	359
80	361
81	362
82	358
83	363
84	364
85	363
86	365
87	366
88	367
89	368
90	369
91	370
92	371
93	372
94	373
95	374
96	318
97	318
98	291
99	318
100	318
100	376
101	318
102	267
103	73
103	318
104	378
105	378
105	379
105	380
106	278
106	378
106	381
107	382
108	36
108	383
109	121
109	365
110	384
111	385
112	384
112	386
112	387
113	389
114	391
115	391
116	391
117	308
117	391
118	392
119	394
120	395
121	395
121	396
122	91
123	274
124	398
125	399
126	400
127	388
128	378
129	388
130	91
130	402
130	403
131	297
132	318
132	406
133	318
133	406
134	407
135	408
136	408
137	102
137	408
138	409
138	410
139	411
140	414
141	415
142	397
143	347
143	416
144	269
144	417
145	361
146	280
147	418
147	419
148	422
149	424
150	424
151	424
152	366
153	277
153	366
154	425
155	276
155	277
156	426
157	428
158	428
159	333
160	429
161	429
162	392
162	429
163	430
164	431
165	433
166	434
167	324
167	436
168	440
169	441
170	441
171	441
172	441
173	441
174	441
174	442
175	396
175	441
176	441
177	445
178	84
179	446
180	447
181	448
182	450
183	452
184	439
184	453
185	454
186	454
187	455
188	455
189	428
189	456
190	457
191	460
192	460
193	417
193	461
194	463
195	464
196	94
197	465
198	352
199	468
199	469
200	468
201	379
201	470
202	72
203	72
204	72
204	209
205	72
205	73
206	72
206	73
207	72
207	73
208	72
208	73
209	72
209	73
210	72
210	73
211	425
211	471
212	472
213	474
214	474
215	474
216	474
217	476
218	476
219	484
220	484
221	484
222	484
223	484
224	486
225	8
226	352
227	487
228	383
229	488
229	489
230	375
231	490
232	491
233	492
234	493
235	496
236	439
236	497
237	439
238	498
238	499
239	209
240	501
241	501
241	502
242	310
243	503
244	504
245	310
246	310
246	505
247	469
248	433
249	399
250	399
251	506
252	433
253	509
254	510
255	510
256	511
257	289
258	512
259	513
260	514
261	86
262	80
262	86
263	42
263	515
264	516
265	497
266	517
267	518
268	420
268	519
269	420
269	519
270	246
271	520
272	520
273	521
274	521
274	522
275	76
276	76
277	524
278	296
278	345
279	390
279	525
280	526
281	526
282	527
283	520
283	529
284	531
285	531
286	532
286	533
287	534
288	535
289	536
290	537
291	538
292	539
292	540
293	539
293	540
294	539
294	540
295	541
296	47
296	542
297	542
298	289
299	377
300	543
301	47
301	545
301	546
302	322
302	547
303	322
303	547
304	548
305	548
306	548
307	548
307	549
308	551
309	14
310	271
311	553
312	553
312	554
313	555
314	555
315	555
316	556
317	11
317	557
318	558
319	559
320	560
321	222
321	355
322	222
323	562
324	562
325	308
326	308
326	563
327	80
328	80
328	86
328	87
328	564
329	301
330	565
331	368
331	566
331	567
332	568
333	568
334	569
335	570
336	570
337	79
337	480
338	278
339	548
340	548
341	571
342	572
343	324
344	71
344	573
345	574
346	575
347	530
348	530
349	530
350	530
351	576
352	577
353	322
354	579
354	580
355	575
356	581
357	581
358	582
359	583
360	151
361	584
362	585
363	586
364	587
365	588
366	589
367	404
368	305
368	591
369	591
370	592
371	593
372	594
372	595
372	596
373	597
374	269
375	598
376	497
376	540
377	367
378	384
379	599
380	600
381	277
382	277
383	73
384	73
385	497
386	497
387	603
388	497
389	603
390	603
391	603
392	497
393	497
394	497
395	497
396	604
397	596
397	605
398	606
398	607
399	608
400	520
401	520
402	609
403	540
404	611
405	614
406	269
406	615
407	579
408	8
409	616
410	91
411	618
412	245
412	246
413	619
413	620
414	619
415	619
416	622
417	91
418	624
419	615
420	619
420	625
421	243
422	246
423	627
424	628
425	628
426	597
427	630
428	631
429	632
430	631
431	633
432	322
433	322
433	547
434	322
435	634
436	635
437	635
438	635
439	310
439	636
440	310
441	598
441	637
442	639
442	640
443	641
444	642
445	643
446	644
447	644
448	269
448	305
449	305
450	365
450	367
451	646
452	647
453	648
453	649
454	650
455	653
456	132
457	165
458	441
459	560
460	461
461	461
462	461
463	654
464	654
465	655
466	365
466	656
467	657
468	659
469	659
470	659
470	660
471	646
472	439
472	662
473	439
473	662
474	663
475	664
475	665
476	530
476	666
477	536
478	667
479	668
479	669
480	668
480	669
481	658
482	670
483	671
484	641
485	672
486	673
487	643
488	318
488	674
489	675
490	91
490	676
491	5
492	678
492	679
493	678
493	680
494	576
495	681
495	682
496	683
497	684
498	684
499	677
500	685
501	564
502	564
503	686
504	279
505	688
506	689
507	689
508	690
508	691
509	690
510	305
511	392
512	462
513	307
514	692
515	694
516	398
517	695
518	696
518	697
519	698
520	698
521	384
522	337
522	342
522	700
523	433
524	701
525	58
526	702
527	702
528	325
529	506
530	506
531	295
532	706
533	326
534	708
535	709
536	709
537	709
537	710
538	3
539	711
540	331
541	267
541	367
542	267
542	367
543	712
544	289
545	714
546	715
547	643
548	165
549	700
550	377
550	440
551	571
551	717
552	289
553	718
554	324
554	721
555	722
556	77
557	570
558	76
559	723
560	724
561	724
562	564
563	612
564	449
565	401
565	725
566	401
566	725
567	726
568	728
569	383
569	729
570	76
570	733
571	76
571	733
572	76
572	733
573	734
574	734
575	734
576	735
576	736
577	737
578	738
579	499
580	669
581	669
582	669
583	423
584	423
585	423
586	423
587	530
588	740
589	601
590	741
591	73
592	742
593	294
594	441
595	744
596	744
597	744
598	529
599	745
600	745
601	595
602	746
603	392
604	392
605	565
606	700
607	277
608	747
609	748
610	749
611	750
612	613
613	751
614	752
615	752
616	753
617	753
618	754
619	699
620	699
621	36
621	758
622	759
622	760
623	761
624	763
625	763
626	765
627	271
627	766
628	271
628	766
629	767
630	73
631	73
632	16
633	16
634	769
635	769
636	82
637	103
638	770
639	584
639	771
640	769
641	772
642	91
643	76
644	91
645	102
646	102
647	773
648	197
649	774
650	775
651	776
652	460
653	777
654	102
655	778
656	779
657	781
658	404
659	566
660	566
661	328
662	566
663	628
664	782
665	643
666	643
667	643
668	643
669	784
670	643
671	643
672	785
673	785
674	786
675	785
676	787
677	483
678	788
679	789
680	789
681	678
682	678
683	793
684	742
685	794
686	19
686	742
687	794
688	742
689	669
690	691
691	691
692	444
692	795
693	326
694	691
695	796
696	383
696	797
697	478
698	272
699	798
700	695
701	289
702	289
703	800
704	801
705	802
706	802
707	91
707	676
708	151
709	151
710	106
711	80
712	557
713	557
714	709
714	710
715	557
716	11
716	557
716	803
717	805
718	806
719	326
720	299
721	807
722	548
723	809
724	810
725	810
726	397
726	719
727	557
728	811
728	812
729	813
730	813
731	298
732	274
732	815
733	414
734	723
735	68
735	479
736	817
737	79
737	817
738	818
739	373
740	819
740	820
741	326
742	512
743	512
744	822
745	823
746	341
747	382
748	824
749	824
750	767
751	826
752	827
753	828
754	373
755	373
756	373
757	373
758	56
758	830
759	739
760	831
761	739
762	739
763	695
763	739
764	297
765	289
765	308
765	342
765	832
765	833
766	834
767	73
768	580
769	835
770	835
771	836
771	837
772	104
773	695
773	834
774	720
775	560
776	610
777	839
778	308
778	828
779	840
780	246
780	841
780	842
781	844
782	844
783	845
784	845
785	843
786	299
786	845
787	846
788	845
789	512
790	847
791	848
792	848
793	365
794	849
795	850
796	72
796	73
796	680
797	3
798	851
799	852
800	106
801	276
802	326
803	259
804	713
805	324
805	854
806	87
806	324
806	854
807	76
808	329
809	420
810	764
811	856
812	75
813	86
813	87
813	857
814	858
815	80
815	713
816	485
817	485
818	833
818	859
819	318
819	638
820	748
821	474
821	748
822	278
823	245
824	860
825	669
826	321
827	87
828	861
829	19
830	19
831	19
832	19
833	862
834	862
834	863
835	864
836	442
837	812
838	472
839	472
840	866
841	866
842	313
842	314
843	769
844	266
844	268
845	867
846	457
847	391
847	868
848	435
849	398
850	869
851	298
852	331
853	91
854	375
854	619
855	375
855	619
856	373
857	871
858	367
858	872
858	873
859	874
860	875
861	373
861	875
862	269
863	879
864	284
865	880
866	881
867	882
868	740
869	883
870	884
871	885
872	297
873	886
874	887
875	836
876	94
876	758
877	861
878	888
879	735
879	736
880	890
881	890
882	891
883	88
884	377
885	377
886	714
887	384
888	559
889	252
890	892
891	559
892	559
893	893
894	326
894	893
895	653
896	397
897	392
898	894
899	535
900	495
900	896
901	896
901	897
902	898
903	557
903	803
904	899
904	900
905	901
906	902
907	633
908	903
909	347
910	347
911	347
911	904
912	645
913	905
914	669
915	888
916	669
917	540
918	906
919	907
920	433
921	367
921	873
922	73
923	73
924	72
924	73
925	909
926	505
927	910
928	373
929	331
930	772
931	772
932	911
933	912
934	816
934	913
935	914
936	914
937	397
938	71
939	915
940	915
941	915
942	915
943	290
944	472
945	916
946	652
947	91
947	290
948	917
949	292
950	917
951	568
951	917
952	917
953	918
954	919
955	919
956	919
957	732
958	775
959	793
960	76
961	920
962	459
963	921
964	446
965	246
965	922
966	396
967	923
968	503
969	924
970	507
971	91
972	91
973	102
974	91
975	91
975	274
976	925
977	926
978	80
979	927
980	505
981	928
982	505
983	505
984	929
985	505
986	645
987	930
988	930
989	557
990	931
991	931
992	645
992	932
993	645
994	404
994	405
995	404
996	540
997	297
997	933
998	297
998	933
999	200
1000	677
1001	677
1002	518
1003	518
1004	896
1005	935
1006	548
1006	549
1007	936
1008	280
1009	937
1010	938
1011	939
1012	940
1013	864
1014	942
1015	392
1016	52
1016	700
1017	346
1017	348
1017	351
1018	247
1018	348
1019	348
1019	943
1020	300
1021	94
1022	94
1023	94
1024	677
